,Id,protoform,DoT,DoS,DoF,symptom
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_12_-related features at medium level.",0.0,0.0,0.21721762698949013,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_12_-related features at high level.",1.0,0.22333333333333333,0.21721762698949013,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_13_-related features at low level.",0.0,0.66,0.7323540086018612,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_13_-related features at medium level.",0.0,0.0,0.7323540086018612,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_13_-related features at high level.",1.0,0.7133333333333334,0.7323540086018612,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_13_-related features at low level.",1.0,0.07,0.03961567536690803,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_13_-related features at medium level.",0.0,0.0,0.03961567536690803,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_13_-related features at high level.",1.0,0.07666666666666666,0.03961567536690803,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_13_-related features at low level.",0.7940994713683438,0.22,0.2246969826978977,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_13_-related features at medium level.",0.0,0.0,0.2246969826978977,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_13_-related features at high level.",0.0,0.16,0.2246969826978977,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_14_-related features at low level.",0.20157028446179065,0.6733333333333333,0.7078398878432526,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_14_-related features at medium level.",0.0,0.0,0.7078398878432526,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_14_-related features at high level.",0.0,0.66,0.7078398878432526,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_14_-related features at low level.",1.0,0.07333333333333333,0.04989442708973551,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_14_-related features at medium level.",0.0,0.0,0.04989442708973551,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_14_-related features at high level.",0.8095193047463769,0.07333333333333333,0.04989442708973551,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_14_-related features at low level.",1.0,0.25333333333333335,0.23893235173367847,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_14_-related features at medium level.",0.0,0.0,0.23893235173367847,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_14_-related features at high level.",0.0,0.16666666666666666,0.23893235173367847,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_15_-related features at low level.",1.0,0.6166666666666667,0.7073690899368517,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_15_-related features at medium level.",0.0,0.0,0.7073690899368517,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_15_-related features at high level.",0.0,0.7,0.7073690899368517,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_15_-related features at low level.",1.0,0.08666666666666667,0.040612425299310834,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_15_-related features at medium level.",0.0,0.0,0.040612425299310834,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_15_-related features at high level.",0.0,0.07,0.040612425299310834,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_15_-related features at low level.",1.0,0.26,0.2486851514305042,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_15_-related features at medium level.",0.0,0.0,0.2486851514305042,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_15_-related features at high level.",0.0,0.17666666666666667,0.2486851514305042,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_16_-related features at low level.",0.32231191067737647,0.5033333333333333,0.7084753436008757,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_16_-related features at medium level.",0.0,0.0,0.7084753436008757,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_16_-related features at high level.",0.0,0.7066666666666667,0.7084753436008757,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_16_-related features at low level.",1.0,0.11,0.059315918649208065,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_16_-related features at medium level.",0.0,0.0,0.059315918649208065,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_16_-related features at high level.",0.0,0.10666666666666667,0.059315918649208065,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_16_-related features at low level.",1.0,0.25666666666666665,0.22887540441658288,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_16_-related features at medium level.",0.0,0.0,0.22887540441658288,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_16_-related features at high level.",0.0,0.11,0.22887540441658288,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_17_-related features at low level.",1.0,0.6133333333333333,0.7127228411104217,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_17_-related features at medium level.",0.0,0.0,0.7127228411104217,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_17_-related features at high level.",0.0,0.68,0.7127228411104217,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_17_-related features at low level.",1.0,0.09666666666666666,0.047674005386681186,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_17_-related features at medium level.",0.0,0.0,0.047674005386681186,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_17_-related features at high level.",0.0,0.09666666666666666,0.047674005386681186,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_17_-related features at low level.",1.0,0.21333333333333335,0.2362698201695639,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_17_-related features at medium level.",0.0,0.0,0.2362698201695639,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_17_-related features at high level.",0.0,0.21666666666666667,0.2362698201695639,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_18_-related features at low level.",0.0,0.4633333333333333,0.6990994285314586,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_18_-related features at medium level.",0.0,0.4666666666666667,0.6990994285314586,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_18_-related features at high level.",0.0,0.7033333333333334,0.6990994285314586,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_18_-related features at low level.",0.0,0.12,0.06825187306347623,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_18_-related features at medium level.",1.0,0.09333333333333334,0.06825187306347623,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_18_-related features at high level.",0.0,0.09666666666666666,0.06825187306347623,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_18_-related features at low level.",1.0,0.25,0.22931536507173164,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_18_-related features at medium level.",0.0,0.11666666666666667,0.22931536507173164,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_18_-related features at high level.",0.0,0.12,0.22931536507173164,2
